,playlist_id,video_list
10,PLDnXxcwgchDN2eX-EpaAGVunWwIy7emb3,"[{'title': 'Electromagnetic Waves Class 12 Physics Important & Expected Questions (Top 12) for JEE Main 2022', 'video_id': 'Daxw8rBu0Ss'}, {'title': 'Electromagnetic Induction Class 12 Physics Important & Expected Questions (Top 10) for JEE Main 2022', 'video_id': 'Cnt7pQsSuzA'}, {'title': 'Introduction to Electromagnetic Waves (EM) Class 12 Physics Concepts | JEE Main 2023 | Jagjot Sir', 'video_id': 'cqVUR2rFLNM'}, {'title': 'Properties of EM Waves & EM Spectrum: Electromagnetic Waves Class 12 Physics | JEE 2023 | Jagjot Sir', 'video_id': 'YAZzemG37nk'}, {'title': 'Electromagnetic Waves Class 12 Physics Questions: Menti Quiz | JEE Main & Advanced 2023 | Jagjot Sir', 'video_id': '2BQNCYKXRJg'}, {'title': 'Electromagnetism JEE Previous Year Questions (PYQs) for JEE Mains 2023 | 3 Hour Non-Stop Marathon', 'video_id': 'H-MnjN8_9tk'}]"
11,PLrkrDp-k2CDQXPDlxMuwf8xcY2BAPVH9j,"[{'title': ""12 chap 8 - Electromagnetic Waves 01 : Displacement Current (with FEEL ) and MaxWell's  Equations ||"", 'video_id': 'K9Fa4UW704g'}, {'title': 'Electromagnetic Waves 02 : How Electromagnetic Waves are Formed ( FEEL )', 'video_id': 't1Jg3WC-tU0'}, {'title': 'ElectromagneticWave 03 : Equation Of Electric  and Magnetic Field || Speed Of ElectromagneticWave', 'video_id': 'IeE-xvjsEVI'}, {'title': 'ElectromagneticWaves 04 : Energy Density (FEEL)  , Intensity & Momentum of ElectromagneticWave', 'video_id': 'EgWpccVWxpI'}, {'title': 'Deleted video', 'video_id': 'O534g4TyphM'}, {'title': 'Semiconductors 01 : Introduction - Why Semiconductor devices were discovered?  JEE/NEET', 'video_id': 'hccEUqoviH8'}, {'title': 'Watch this before buying Laptop | Best Budget Laptops and Performance Laptops for all students', 'video_id': 'k2oGoqxRLaw'}, {'title': 'Laptop Models to Buy this Festive Season (Google Sheet Included) 🔥', 'video_id': 'V2sUqO3eSxs'}, {'title': 'Ramanujan Full Movie | Mathematician Srinivasa Ramanujan Biographical Movie', 'video_id': 'JhIw8ch4A9M'}, {'title': 'Private video', 'video_id': 'X0QqoXnmNsU'}, {'title': 'Top 7 Skills of 2022 | Earn 1Lakh/month | Anyone can learn | Work from Home :)', 'video_id': 'feEd_lvqA80'}, {'title': 'Earn while sleeping, from your Free Earning-Website | Work from home | Part time job | freelance', 'video_id': 'vm6wVyFMfWU'}, {'title': 'Earn while sleeping, from your Free Earning-Website | Work from home | Part time job | freelance', 'video_id': 'vm6wVyFMfWU'}, {'title': 'I Automated my Hostel Room | Vlog', 'video_id': 'oLu_aY229PA'}, {'title': ""Sidhu पाजी ने 'खड़काई' Ranveer के लिए एक ज़बरदस्त शायरी | The Kapil Sharma Show | Sidhu Ki Shayari"", 'video_id': 'dEcP7JryxS8'}, {'title': 'Shiv Tandav Stotram 16D Audio | Use Headphones', 'video_id': 'HCEm0VLHrrY'}, {'title': 'Make Your Signature Digital with Photoshop! #Shorts', 'video_id': 'aCYFDPdNM50'}, {'title': '1. Introduction to C++ | Data Structures and Algorithms | College Placement Course | Lecture 1', 'video_id': 'z9bZufPHFLU'}, {'title': '🔴 How to Convert HTML to WordPress in Hindi || How to Make WordPress Website  in Hindi || Part - 2', 'video_id': 'K8r1t3MaS0g'}, {'title': 'How To Make Animated Website Design Using HTML And CSS Step By Step Tutorial 2020', 'video_id': 'CZTCciHE72I'}, {'title': 'How To Make Website Using HTML CSS | Start To End | Step By Step Tutorial', 'video_id': '99vHH_6F0Ko'}, {'title': 'Life-Changing Ideas | Shark Tank India - Ep 33 | Full Episode | 2 February 2022', 'video_id': 'N-OyUkectzY'}, {'title': 'Canon EOS R and RF Lenses | First Look at Full Frame Mirrorless Camera', 'video_id': '4_5YIbseUAI'}, {'title': 'Install Unity on Windows 10 | 3 Min. | Updated 2022', 'video_id': '9IKSJdNqzWg'}]"
12,PLk5kuyX3xzdYk-tFyOfAT2qhTF_glAuy1,"[{'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q1', 'video_id': 'Qynh7C2f2po'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q2', 'video_id': 'DDUp-BBBn3U'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q3', 'video_id': 'xal3OZ0w9YA'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q4', 'video_id': 'q3i8JjaV2YE'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q5', 'video_id': 'd2VC1vtiqp4'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q6', 'video_id': 'k18_I0zKAW0'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q7', 'video_id': 'D75eiTNaRHM'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q8', 'video_id': 'vbNPNYIxKiY'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q9', 'video_id': 'cPO4_zLTcGg'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q10', 'video_id': 'gKheaJHC4oM'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q11', 'video_id': 'C-ibYFPqOvE'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q12', 'video_id': '34CdLZI2DC8'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q13', 'video_id': 'n_Y4x448zHg'}, {'title': 'Electromagnetic Waves JEE Main 2019 Solutions Q14', 'video_id': 'Jt8qgtJxUQE'}]"
13,PLYVDsiuOZP5occxPZfpBWcvfJFOJpI8Is,"[{'title': 'JEE Main 2002 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'UBJHxQUfJlA'}, {'title': 'JEE Main 2004 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'oJ7h887bD-o'}, {'title': 'JEE Main 2010 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'idOD4wI8iuQ'}, {'title': 'JEE Main 2012 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'h86n8KJu3Kw'}, {'title': 'JEE Main 2012 Physics Solutions | Electromagnetic Waves-01', 'video_id': '1DDKDLXnkD0'}, {'title': 'JEE Main 2012 Physics Solutions  | Electromagnetic Waves-01', 'video_id': 'e2q7YMXlbA0'}, {'title': 'JEE Main 2013 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'fxKYGD3yBt4'}, {'title': 'Private video', 'video_id': 'v9vIM1ssPIo'}, {'title': 'JEE Main 2013 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'CeHHyZ8iubo'}, {'title': 'JEE Main 2013 Physics Solutions | Electromagnetic Waves-01', 'video_id': '8ERx7LWTRRg'}, {'title': 'Private video', 'video_id': 'NEx1lcGEni8'}, {'title': 'JEE Main 2014 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'Y3k1p2MB-fU'}, {'title': 'JEE Main 2014 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'RFpwSk8ocUM'}, {'title': 'JEE Main 2014 Physics Solutions | Electromagnetic Waves-01', 'video_id': '6z0bAlmXNlQ'}, {'title': 'JEE Main 2014 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'UJv7rVJnSfo'}, {'title': 'JEE Main 2015 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'FCPnZGlwb7E'}, {'title': 'JEE Main 2015 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'hyVJqdSrzGc'}, {'title': 'JEE Main 2016 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'jd8Pj3xMvjg'}, {'title': 'JEE Main 2016 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'YgCQhimEqPM'}, {'title': 'JEE Main 2016 Physics Solutions | Electromagnetic Waves-01', 'video_id': '0g5eCEZnrGY'}, {'title': 'Private video', 'video_id': 'a8QkH7CNw9o'}, {'title': 'JEE Main 2017 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'NEKx6upMYEQ'}, {'title': 'JEE Main 2018 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'lQZdGGRJvEA'}, {'title': 'JEE Main 2018 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'jy1RcEeapg8'}, {'title': 'JEE Main 2018 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'TPbyqj_rzeQ'}, {'title': 'JEE Main 2018 Physics Solutions | Electromagnetic Waves-01', 'video_id': 'E75zGe-KMHw'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': '4-pmkQw6ui8'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': '7IF3S3QxBwk'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'CnvK_qWiHLw'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'xSNaqsoWXco'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'L1dITt8Tpy4'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'tibyhIwCm6E'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'wtUf37vQg0A'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Wave 01', 'video_id': 'pZ4BRfY9CZg'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Waves 01', 'video_id': 'rLbyMchrTfE'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Waves 01', 'video_id': 'OvF0xV3OefE'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Waves 01', 'video_id': 'rsMph8Df3S4'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Waves 01', 'video_id': 'x6lbq4bURRo'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Waves 01', 'video_id': 'TOQqgqLu3lI'}, {'title': 'JEE Main 2019 Physics Solutions | Electromagnetic Waves 01', 'video_id': '0b6s1UfsLmA'}]"
14,PLYVDsiuOZP5ro6oNQNgb4lEiYUQf6O5ix,"[{'title': 'Class 12 Physics | Electromagnetic Waves | #1 Introduction to Electromagnetic Waves | For JEE & NEET', 'video_id': '9gEjyZo9QCU'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #2 Understanding Displacement Current | For JEE & NEET', 'video_id': '1xpCbW1XMz4'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #3 Ampere - Maxwell Law | For JEE & NEET', 'video_id': 'Dd6jhPqjGxY'}, {'title': ""Class 12 Physics | Electromagnetic Waves | #4 Maxwell's Equations | For JEE & NEET"", 'video_id': 'MP5orqTBm_c'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #5 Generation of Electromagnetic Waves | For JEE & NEET', 'video_id': 'C_yyhSh93cc'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #6 History of Electromagnetic Waves | For JEE & NEET', 'video_id': 'M9colzZhaMo'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #7 Hertz Experiment : 1887 | For JEE & NEET', 'video_id': 'DvUg7Yj_q5c'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #8 Nature of Electromagnetic Waves | For JEE & NEET', 'video_id': 'lHDoowBvKbo'}, {'title': 'Class 12 Physics | Electromagnetic Waves |#9 Transverse Nature of Electromagnetic Waves |JEE & NEET', 'video_id': 'n55uiei3XFs'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #10 Relation in Amplitudes of EF & MF | For JEE & NEET', 'video_id': 'rnF3bu5THsE'}, {'title': 'Class 12 Physics | Electromagnetic Waves | #11 Speed of Electromagnetic Waves| For JEE & NEET', 'video_id': 'CKYWFHSWlFE'}]"
15,PLjvx7xqdpePL-IQ8QCmk5BpycShF0RaKO,"[{'title': 'Electrostatics | Formulae and Concept REVISION in 15 min | JEE Physics by Mohit Sir (IITKGP)', 'video_id': '3stXbGRMcrk'}, {'title': ""Electric Flux and Gauss's Law | JEE Physics | Electrostatics | Mohit Sir | Eduniti"", 'video_id': 'ruoykwb29Ls'}, {'title': 'Potential in System of Concentric Shells | Spherical Conductor | Electrostatics | JEE Physics | PYQs', 'video_id': 'dcZq74ns32s'}, {'title': 'JEE Main 2024 - All Cavity cases in 5 min😲 | +4 Marks | Electrostatics | Eduniti | Mohit Sir', 'video_id': 'JeUgWoJ0Js0'}, {'title': 'JEE Main 2023 PYQs - Electrostatics & Capacitors | Jan Attempt Solutions | Eduniti | Mohit Sir', 'video_id': 'z5AVKHMakJ4'}, {'title': 'Electrostatics April Attempt - JEE Main 2023 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'KGDpnxvgaKU'}, {'title': 'Electrostatics July Attempt Solutions of JEE Main 2022 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'uhWy99DBZYc'}, {'title': 'ELECTROSTATICS & CAPACITORS June Attempt Solutions | JEE Main 2022 PYQs | Eduniti', 'video_id': 'kGGGYdxDEQI'}, {'title': 'JEE 2021 Solution Series | ELECTROSTATICS | JEE Physics #MissionJEE2024', 'video_id': '1xNCBJqLjms'}, {'title': 'Electrostatics  JEE Main 2020 Question Solutions | PYQs by Mohit Goenka', 'video_id': 'VXd-SVrDIzw'}, {'title': 'Electrostatics best Questions | Rank Booster | PYQs | IIT JEE | Mohit Goenka (IIT KGP)', 'video_id': 'xgNXfOrbXxk'}, {'title': 'JEE 2024: Electrostatics | Rank Booster Series 1.0 | Target 90+ in Physics | Mohit Sir | Eduniti', 'video_id': '-H2PtdHmufA'}]"
16,PLbu_fGT0MPsvs71pnFjRbDe8g_PnihRaW,"[{'title': 'Electrostatics L1 | Electric Charge | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'Sh_33c_H4vE'}, {'title': 'Electrostatics L2 | Methods of Charging | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'favoV_tbmsw'}, {'title': ""Electrostatics L3 | Coulomb's Law | #jee2024 #jee2025 #jeephysics #jayant_nagda"", 'video_id': 'HkvrVqMWhBM'}, {'title': 'Electrostatics L4 | Superposition Principle | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'gyfFC-3pE4w'}, {'title': 'Electrostatics L5 | Electric Field | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': '2_glZ6bMI9w'}, {'title': 'Electrostatics L6 | E due to Ring | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'nQ9KjXVrJu0'}, {'title': 'Electrostatics L7 | Line of Charge & Sphere | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': '8_wWlkJeo5k'}, {'title': 'Electrostatics L8 | Electric Field Lines | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'fvbrWRjCjhM'}, {'title': 'Electrostatics L9 | Electric Potential Energy | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'UNDU8VeeAr4'}, {'title': 'Electrostatics L10 | Electric Potential | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'dERDRD7aPPg'}, {'title': 'Electrostatics L11 | Relation between E & V | #jee2024 #jee2025 #jeephysics #jayant_nagda', 'video_id': 'SqTjw9UjD0U'}, {'title': 'Electrostatics L12 | Equipotential Surfaces | Unacademy JEE | #jee2024 #jee2025 | Jayant Nagda', 'video_id': 'vSyYGGrwqgE'}, {'title': 'Electrostatics L13 | Electric Dipole | JEE 2023 | Unacademy JEE | #jee2024 #jee2025 | Jayant Nagda', 'video_id': 'Da1BJ86lAZo'}, {'title': 'Electrostatics L14 | Dipole in Uniform Electric field | Unacademy JEE | #jee2024 | Jayant Nagda', 'video_id': 'dEszhCURsh0'}]"
17,PL24P3-cdGKKvx8rhua2MWFLJZvbe6RQ2O,"[{'title': 'Electrostatics L1 | Charges & Charging, Conductors & Insulators ⚡| JEE Main 2022 | Class 12 Physics', 'video_id': '9t2odwJiHOw'}, {'title': 'Electrostatics L-2 | Force & Field ⚡| JEE Main 2022 | Class 12 Physics | Shreyas Sir | V JEE Enthuse', 'video_id': 'wQ3-VK4utuk'}, {'title': 'Electrostatics L-3 | Potential Energy & Potential ⚡| JEE Main 2022 | Class 12 Physics | Shreyas Sir', 'video_id': 'DaBNctrlXlM'}, {'title': 'Electrostatics L-4 | Dipoles ⚡| JEE Main 2022 | Class 12 Physics | Shreyas Sir | Path Finder', 'video_id': 'uai81ysuDKM'}, {'title': 'Electrostatics L-5 | Field Lines & Equipotential Surfaces ⚡| JEE Main 2022 | Class 12 Physics', 'video_id': 'k1tQkhC4_xg'}, {'title': 'Menti Quiz: Electrostatics L-6 ⚡ | JEE Main 2022 | Class 12 Physics | Path Finder | JEE English', 'video_id': 'F8H-9eWhi8w'}, {'title': 'L1 Electrostatics & Gauss law ⚡[Class 12 Physics] Field & flux for JEE & NEET 2023 | Shreyas sir', 'video_id': 'ZfgUD654cYQ'}, {'title': 'L2 Electrostatics & Gauss law ⚡[Class 12 Physics] Conductors & Dielectrics | JEE & NEET 2023', 'video_id': 'KTMj2pmWhfA'}]"
18,PLbu_fGT0MPsu_H1p1UdlJYgSff-chZZEZ,"[{'title': 'JEE 2022: Electrostatics L1 | Electric Charge | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'eYyc5Fw4cqM'}, {'title': ""JEE 2022: Electrostatics L2 | Coulomb's Law | Unacademy JEE | IIT JEE Physics | Jayant Nagda"", 'video_id': 'L69thtAJPe4'}, {'title': 'JEE: Electrostatics L3 | Superposition Principle | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'SUknVJ7I_3U'}, {'title': 'JEE: Electrostatics L4 | Electric Field | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'JyV2aFhRats'}, {'title': 'JEE: Electrostatics L5 | Field due to Continuous Charge Distributions | Unacademy JEE | Jayant Nagda', 'video_id': 'oO8a3zkIZro'}, {'title': 'JEE: Electrostatics L6 | E due to Continuous Charge Distributions - 2 | Unacademy JEE | Jayant Nagda', 'video_id': 'R1OkMp0kx2k'}, {'title': 'JEE: Electrostatics L7 | Electric Field Lines | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'Z57gAZW74co'}, {'title': 'JEE: Electrostatics L8 | Potential Energy | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'DLcyCO_AZg8'}, {'title': 'JEE: Electrostatics L9 | Electric Potential | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': '8w1yfLziGJY'}, {'title': 'JEE: Electrostatics L10 | V of Continuous Charge Distributions | Unacademy JEE | Jayant Nagda', 'video_id': 'vWoikZDYTfA'}, {'title': 'JEE: Electrostatics L11 | Relation between Field & Potential | Unacademy JEE | Jayant Nagda', 'video_id': 'vwlyPnceG64'}, {'title': 'JEE: Electrostatics L12 | Equipotential Surfaces | Unacademy JEE | Jayant Nagda', 'video_id': 'RTihAgN62GU'}, {'title': 'JEE: Electrostatics L13 | Electric Dipole | Unacademy JEE | Jayant Nagda', 'video_id': 'QEQeOV80pFU'}, {'title': 'JEE: Electrostatics L14 | Dipole In Electric Field | Unacademy JEE | Jayant Nagda', 'video_id': 'Tg-qEgrqmxw'}, {'title': 'JEE 2022: Electrostatics PYQs - 1 | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'ARmcdFyuIgk'}, {'title': 'JEE: Electrostatics PYQs - 2 | Electric Field | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'Qmjbvuqarm0'}, {'title': 'JEE: Electrostatics PYQs | Potential | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'aZe0XSWzOqs'}, {'title': 'JEE: Electrostatics JPP - 1 | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'GD9lsFIquQQ'}, {'title': 'JEE: Electrostatics JPP - 2 | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': '9_JI2SCVlDQ'}, {'title': 'JEE: Electrostatics JPP - 3 | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'XI6Hgwa7TSo'}, {'title': 'JEE: Electrostatics JPP - 4 | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': '1c7Qz9zfk2E'}, {'title': 'JEE: Electrostatics JPP - 5 | Unacademy JEE | IIT JEE Physics | Jayant Nagda', 'video_id': 'IWSpP7w1Mrs'}]"
19,PLF_7kfnwLFCHjzvhflQjAOG97MgutH3Z5,"[{'title': 'Class 12 Chapter 1 || Electric Charges and Fields 01 || Quantisation and Conservation of Charge', 'video_id': 'm5VbK66a254'}, {'title': ""Electric Charges and Fields 02 || Coulomb's Law and Force Between Multiple Charges JEE MAINS/NEET"", 'video_id': 'jJLS3PudXM8'}, {'title': ""Electric Charges and Fields 03 || Permittivity and Relative Permittivity For Coulombs's Law"", 'video_id': 'xlWZbN8ueHo'}, {'title': 'Electric Charges and Fields 04 || Electric Field  Part 1 -Field due to a Point Charge JEE MAINS/NEET', 'video_id': 'CBZDHV2DRQY'}, {'title': 'Electric Charges and Fields 05 || Electric Field  Part 2 -Continuous Charge Distribution JEE /NEET', 'video_id': 'OlNjbqeFZHk'}, {'title': 'Electric Charges and Fields 06 || Electric Field  Part 3 : Axis of a Charged Ring JEE MAINS/NEET', 'video_id': 'xbFDf8AQ--k'}, {'title': 'Electric Charges and Fields 07 | Electric Field 4 : Motion of a Charge Particle in an Electric Field', 'video_id': 'O4iiJB_z6Gk'}, {'title': 'Electric Charges and Fields 08 | Electric Field 5 : Electric Field Lines IIT JEE MAINS/NEET', 'video_id': '1jru_JwEVuE'}, {'title': 'Electric Charges and Fields 09 | Electric Dipole - Electric Field on axis and Perpendicular Bisector', 'video_id': 'NpswEmj9nig'}, {'title': 'Electric Charges and Fields 10 | Torque on an Electric dipole Placed in a Uniform Electric Field II', 'video_id': '3_fZm5URyDY'}, {'title': 'Electric Charges and Fields 11 | Gauss Law Part 1 - Electric Flux and Area Vector JEE MAINS/NEET II', 'video_id': 'MnvqHrvPq_s'}, {'title': 'Electric Charges and Fields 12 |  Electric Flux Through a Cone or Disc JEE MAINS/NEET II', 'video_id': 'YSRhzyJQJTk'}, {'title': 'Electric Charges and Fields 13 | Gauss Law : All Concept and Numericals JEE MAINS/NEET II', 'video_id': 'Fb_DvsTQeM4'}, {'title': 'Electric Charges and Fields 14 | Electric Field due to Infinite linear Charge and Cylinders JEE/NEET', 'video_id': 'vGgIStDLcP8'}, {'title': 'Electric Charges and Fields 15 I Electric Field due to Infinite Plane Sheet Of Charge JEE MAINS/NEET', 'video_id': 'LXmRzGvVyG8'}, {'title': 'Electric Charges and Fields 16 I Electric Field due to Charged Spheres and Shells Part 1 JEE /NEET', 'video_id': 'XjYbq02X_EI'}, {'title': 'Electric Charges and Fields 17 I Electric Field due to Charged Spheres and Shells Part 2 JEE /NEET', 'video_id': 'iVux9LPIiGI'}]"
20,PLjvx7xqdpePJBciKC3lFr_d00mDQceq8s,"[{'title': 'Gravitation Revision- Physics Class 11, JEE, NEET, Advanced | One Shot | Mohit Goenka (IIT KGP)', 'video_id': 'rAj2huLVaEk'}, {'title': 'Most important question of Gravitation | JEE Main 2024 | 4 Marks Free | Mohit Sir | Eduniti', 'video_id': '64KsAfZy5Pc'}, {'title': 'JEE Main 2023 PYQs - Gravitation & SHM | Jan Attempt | Eduniti | Mohit Sir', 'video_id': '2SnpDb5iI1M'}, {'title': 'Gravitation April Attempt - JEE Main 2023 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'vYMxP0NfJfc'}, {'title': 'Gravitation July Attempt Solutions of JEE Main 2022 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': '0eiFAyDauqs'}, {'title': 'Rotation - Gravitation - Solids & Fluids - SHM June Attempt Solutions | JEE Main 2022 PYQs | Eduniti', 'video_id': 'K_Ck9Jjnlao'}, {'title': 'JEE 2021 Solution Series | Gravitation | JEE Physics | Chapter Wise Solution #MissionJEE2024', 'video_id': '-fNUdcVCcmc'}, {'title': 'Gravitation JEE Main 2020 Questions Solution | One Shot | Mohit Goenka (IITKGP)', 'video_id': 'pSZgg7zvPsk'}, {'title': 'Gravitation Questions | IIT JEE | Rank Booster | JEE Physics | Mohit Goenka', 'video_id': 'ihCBK5SSqQA'}, {'title': 'JEE 2024: Gravitation | Rank Booster Series 1.0 | Target 90+ Physics | Mohit Sir | Eduniti', 'video_id': 'GxbRtfCZW1c'}]"
21,PLbu_fGT0MPst3uOq5Dd55CAEF0fjMajnB,"[{'title': 'JEE 2022: Gravitation L1 | Gravitational Force | Class 11 | Unacademy JEE | Physics | Namo Kaul', 'video_id': 'tVS4B4z_ytM'}, {'title': 'JEE: Gravitation L2 | Gravitational Field | Class 11 | Unacademy JEE | Physics | Namo Kaul', 'video_id': '3vh0c1xzMlY'}, {'title': 'JEE: Gravitation L3 | Gravitational Potential | Class 11 | Unacademy JEE | Physics | Namo Kaul', 'video_id': 'kH06piHNi48'}, {'title': 'JEE: Gravitation L4 | Variation of Gravity | Class 11 | Unacademy JEE | Physics | Namo Kaul', 'video_id': 'O8FW2hua4Lo'}, {'title': 'JEE: Gravitation L5 | Variation of Gravity due to Rotation | Unacademy JEE | Physics | Namo Kaul', 'video_id': 'cXv24O55UTU'}, {'title': 'JEE: Gravitation JPP - 1 | Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'qEj9JUOmDQI'}, {'title': 'JEE: Gravitation L6 | Satellite Motion | Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'PzpeiJH6uz8'}, {'title': ""JEE: Gravitation L7 | Kepler's Laws | Unacademy JEE | IIT JEE Physics | Namo Kaul"", 'video_id': 'IUDC4b9-vEo'}, {'title': 'JEE: Gravitation JPP - 2 | Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'Ba0fNcR26wU'}, {'title': 'JEE: Gravitation JPP - 3 | Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'rB5GCaiKBJE'}]"
