,playlist_id,video_list
22,PLbu_fGT0MPstWq9gKwWhVQAva0xO1sfJP,"[{'title': 'JEE 2022: Gravitation L1 | Gravitational Force | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'Ha_lNpNuWIo'}, {'title': 'JEE: Gravitation L2 |  Gravitational Field | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 's1tktr-FQj8'}, {'title': 'JEE: Gravitation L3 | Gravitational Potential | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'ssbBp9G6Ii4'}, {'title': 'JEE: Gravitation L4 | Variation of Gravity | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': '5AfhGBbHG1M'}, {'title': 'JEE: Gravitation L5 | Variation of Gravity due to Rotation | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'oNjmbRIp7mA'}, {'title': 'JEE: Gravitation L6 | Satellite Motion | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'F9FjSSBNMXU'}, {'title': ""JEE: Gravitation L7 | Kepler's Laws | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul"", 'video_id': 'blykf8B5S1g'}, {'title': 'JEE: Gravitation DPP 1 | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': '1SD5rKf-k90'}, {'title': 'JEE: Gravitation DPP 2 | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': '0OYKhiDuk-w'}, {'title': 'JEE: Gravitation DPP 3 | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'CN2FAY1RLtc'}, {'title': 'JEE: Gravitation DPP 4 | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'yRpc0kBe9XA'}, {'title': 'JEE: Gravitation DPP 5 | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'IeNYY_Ajizg'}, {'title': 'JEE: Gravitation DPP 6 | Class 11 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': '8PZuCCKLk-g'}, {'title': 'JEE: Gravitation | JEE Live Sprint 2.0 | Unacademy JEE | JEE Physics | Namo Kaul', 'video_id': 'asf256vOzs0'}]"
23,PL_A4M5IAkMaeGEjLX2pJU-qqnPcyjpBiV,"[{'title': '1 Gravitational force & Gravitational field Intensity | Gravitation Class 11 | JEE Mains & Advanced', 'video_id': 'm0uC71rC9VY'}, {'title': '2 Gravitational field & Acceleration due to gravity | Gravitation Class 11| JEE Main & Advanced', 'video_id': 'E2bZO4kMvwA'}, {'title': ""3 Gravitation potential | Escape velocity | Kepler's law |Gravitation class 11|JEE Mains & Advanced"", 'video_id': 'Q6GDswAsY6o'}, {'title': ""4 Kepler's laws & Satellite Motion | Gravitation Class 11 | JEE Mains & Advanced"", 'video_id': 'B4e7IaCTnzY'}, {'title': '5 Advanced Problems of Gravitation | Gravitation Class 11 | JEE Mains & Advanced', 'video_id': '4-QLx9pcWGI'}, {'title': '6 Double Star System | Important Concept | Gravitation Class 11| JEE Mains & Advanced |', 'video_id': 'ZW_eUiYvE68'}]"
24,PLF_7kfnwLFCEwyxzG-rg2uYeYA2q1S2d8,"[{'title': 'Class 11 Physics chapter 8 || Gravitation 01 | Introduction :  Law Of Gravitation  JEE MAINS / NEET', 'video_id': '4K7cRxXuQ_k'}, {'title': 'Class 11 Physics chapter 8 || Gravitation 02 || GRAVITATIONAL FIELD ||  IIT JEE MAINS  / NEET ||', 'video_id': 'moPw_KF1RoU'}, {'title': '11 chap 8 | Gravitation 03 | Gravitational Field due to Solid Sphere + Hollow Sphere JEE MAINS /NEET', 'video_id': 'TFvewBsraIY'}, {'title': '11 chap 8 | Gravitation 04 |Acceleration due to gravity g and Variation in g gravity  JEE MAINS/NEET', 'video_id': 'W4DYiHRwlLg'}, {'title': '11 chap 8 | Gravitation 05 | Gravitation Potential : Introduction with Derivation IIT JEE MAINS/NEET', 'video_id': 'EL5QRN_by4k'}, {'title': '11 chap 8 | Gravitation 06 | Relation between Gravitational Field and Potential  JEE MAINS / NEET |', 'video_id': 'fAEdbwfwFMA'}, {'title': '11 chap 8 | Gravitation 07 | Gravitation potential due to Hollow and Solid Sphere IIT JEE MAINS/NEET', 'video_id': 'MkXN0yqJRFM'}, {'title': '11 chap 8 |Gravitation 08 | Gravitational Potential Energy IIT JEE MAINS/NEET |', 'video_id': '7TKUangZtOs'}, {'title': '11 chap 8 | Gravitation 09 | Escape Velocity -Derivation , Concept , Numerical   IIT JEE MAINS /NEET', 'video_id': '7sFOFRkpH2A'}, {'title': '11 chap 8 || Gravitation 10 || Motion Of Satellites - Orbital Velocity IIT JEE MAINS /NEET ||', 'video_id': 'JD72ZSFf0nE'}, {'title': '11 chap 8 | Gravitation 11 || GeoStationary Satellites  Geosynchronous Satellites IIT JEE MAINS/NEET', 'video_id': 'bTJA2xT3DwY'}, {'title': ""11 chap 8 || Gravitation 12 || Kepler's Laws of Planetary Motion IIT JEE MAINS / NEET ||"", 'video_id': 'nlxExEAqmaM'}]"
25,PLbu_fGT0MPsvB9xBGNtJX-9bIMc-T0lIk,"[{'title': 'Kinematics 1D L1 | Distance & Displacement | #kinematics #jee2024 #jeephysics #namokaul', 'video_id': 'BYuiQ7osoYg'}, {'title': 'Kinematics 1D L2 | Kinematics Graphs 1 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'OEByLVT8CC4'}, {'title': 'Kinematics 1D L3 | Kinematics Graphs 2 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'W3sGOx2o4Vw'}, {'title': 'Kinematics 1D L4 | Kinematics Graphs 3 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'K_buxnipKeo'}, {'title': 'Kinematics 1D L5 | Equations of Motion | JEE 2024 | Unacademy JEE | #jee2024 | Namo Kaul', 'video_id': 'fSK5ZUib4j0'}, {'title': 'Kinematics 1D L6 | Vertical Motion | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'A4h-WIW8-Es'}, {'title': 'Kinematics 1D L7 | Calculus based Problems | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'f6Gu3ao7EfM'}, {'title': 'Kinematics 1D L8 | Calculus based Problems - 2 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': '8c0epnWv3PA'}]"
26,PLjvx7xqdpePLItW_yyRSUfrzSqA5ezpqL,"[{'title': 'Motion in One Dimension | Kinematics | Complete REVISION for JEE Physics | Mohit Sir (IIT KGP)', 'video_id': 'U4NNxFaFliE'}, {'title': 'Motion in Two Dimension | Projectile Motion | Complete REVISION for JEE Physics | Mohit Sir (IITKGP)', 'video_id': '4_Zo5WhMf7w'}, {'title': 'Rain Man Problems | How to Solve 3 Cases ? | Relative Motion | Kinematics 2d | JEE Physics | IIT JEE', 'video_id': 'S4Wm5GDjnDk'}, {'title': 'River Swimmer Problems | 3 CASES | Relative Motion | Kinematics 2d | JEE Physics | IIT JEE', 'video_id': 'EB81fCFq2SU'}, {'title': 'Graphical Questions in Kinematics | JEE 2024 | Expertise in Graphs | Mohit Sir | Eduniti', 'video_id': '3-K0Op0QuAE'}, {'title': 'JEE Main 2023 PYQs - Kinematics & NLM| Jan Attempt | Eduniti | Mohit Sir', 'video_id': 'SbU5HWiuAaI'}, {'title': 'Kinematics April Attempt Solutions of JEE Main 2023 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'U7dma3JlJMg'}, {'title': 'Kinematics July Attempt Solutions of JEE Main 2022 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'oSD1k71DEq4'}, {'title': 'Kinematics June Attempt Solutions | JEE Main 2022 PYQs | Eduniti', 'video_id': 'I_VJzp2tsSM'}, {'title': 'JEE 2021 Solution Series | Kinematics | JEE Physics | Chapter wise Solution #MissionJEE2024', 'video_id': 'QYWMXRF7v5c'}, {'title': 'Kinematics | JEE Main 2020 Questions Solution | JEE Physics | Mohit Goenka', 'video_id': 'OLKrZuYe150'}, {'title': 'JEE 2024: Kinematics | Rank Booster Series 1.0 | Target 90+ Physics | Mohit Sir | Eduniti', 'video_id': 'R91gpee9MV8'}]"
27,PL24P3-cdGKKtbQL3ui7duZlbLCy87sZgp,"[{'title': '1D Kinematics L1 | Derivatives Graphical 📈 Instantaneous Velocity, Acceleration| Class 11 | JEE 2023', 'video_id': 'gHkOtanBhDc'}, {'title': '1D Kinematics JEE L2 [Derivatives Analytical] Instantaneous Velocity, Acceleration| Class 11 Physics', 'video_id': 'iwXiS38TkTI'}, {'title': '1D Kinematics JEE L3 | Kinematics in Vertical Free Fall | Class 11 Physics | JEE 2023 | VJEE Enthuse', 'video_id': 'X0QKE311Ud4'}, {'title': '1D Kinematics JEE L4 | Integration in Physics, Finding Areas | Class 11 Physics | JEE 2023 | Nurture', 'video_id': 'dBQg6rrBtPQ'}, {'title': '1D Kinematics JEE L5 | Non Uniform Motion & Menti Quiz | Class 11 Physics | JEE 2023 | Nurture', 'video_id': 'ENU0Ix2bOts'}, {'title': 'Kinematics 1D JEE - One Shot Revision [Clear Backlog] L-6 | JEE Physics | JEE 2023 | Nurture', 'video_id': '3fCVjapRKzU'}, {'title': 'Kinematics 1D JEE (Basic Maths & Calculus) L7 | One Shot Revision [Clear Backlog] | JEE Physics 2023', 'video_id': 'vz8VIlaZ4R8'}, {'title': 'L1 Motion in 1D [Class 11 Physics] Kinematics & Free Fall | Shreyas Sir | Vedantu Enlite English', 'video_id': 'Gr1ES4kU_mY'}]"
28,PLbu_fGT0MPsszwpe-FcVigATfMnqL6PlC,"[{'title': 'JEE 2022: Kinematics 1D L1 | Distance & Displacement | Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'vY-wJbGZD90'}, {'title': 'JEE: Kinematics 1D L2 | Kinematics Graphs |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'tAHPy67O97I'}, {'title': 'JEE: Kinematics 1D L3 | Kinematics Graphs |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'uPbgIKnuNnI'}, {'title': 'JEE: Kinematics 1D L4 | Kinematics Graphs |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': '6kI4rfJTd2g'}, {'title': 'JEE: Kinematics 1D L5 | Equations of Motion |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'VLZo5J8BTmU'}, {'title': 'JEE: Kinematics 1D L6 | Vertical Motion |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'qYggTFAJhXA'}, {'title': 'JEE: Kinematics 1D L7 | Calculus based Problem |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'paIr6uIQv0U'}, {'title': 'JEE: Kinematics 1D L8 | Calculus based Problem |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'wQ5W5uj3cg8'}, {'title': 'JEE: Kinematics 1D JPP - 1 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': '_6eJ487-I9w'}, {'title': 'JEE: Kinematics 1D JPP - 2 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'w49-pde4Dfg'}, {'title': 'JEE: Kinematics 1D JPP - 3 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'k1jCK9d8A7Q'}, {'title': 'JEE: Kinematics 1D JPP - 4 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'Pa7qeQxvk0Q'}, {'title': 'JEE: Kinematics 1D PYQ |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'm63j-GzHB4c'}, {'title': 'JEE: Kinematics 1D PYQ |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'jgehAErmY18'}, {'title': 'JEE: Kinematics 1D PYQ |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'fRZVOWNpNls'}]"
29,PLF_7kfnwLFCHamOEHrFDSVoI6wszQQheq,"[{'title': 'Class 11 Physics Chapt 03 : KINEMATICS : Motion in a Straight Line 01: Introduction || Average Speed', 'video_id': 'XIJAZM5G5Fg'}, {'title': 'Class 11 Chapter 3 Kinematics:  Differentiation || Calculus part 01 || Mathematical Tool', 'video_id': 'UiVYFFRs_BE'}, {'title': 'Class 11 chap 3 : Motion in a Straight Line 02 || Instantaneous Velocity || Kinematics || IIT/ NEET', 'video_id': '9nBWFM7XTEw'}, {'title': 'Class 11 Chap 3: KINEMATICS || INTEGRATION || ||Calculus Part 02 || Mathematical Tools ||', 'video_id': '_dmHLxqbXYU'}, {'title': 'Class 11 Chap 3 : Motion in a Straight Line 03 || Answer Batao Salute Pao #Physicswallah ||', 'video_id': '-PKUJCIJSfc'}, {'title': 'Class 11 Chapt 03 :Motion in a Straight Line 04 Derivation Of Equations Of Motion Using Integration', 'video_id': 'AxhkozLNDO4'}, {'title': 'Difference Between Diaplacement and Distance || IIT JEE  MAINS AND ADVANCE CONCEPT ||', 'video_id': '4IkIGhuhuxo'}, {'title': '11 chap 03 : Kinematics 05 | Displacement time Graph -Velocity time Graph - Acceleration time Graph', 'video_id': '4OgPa7MKjRA'}, {'title': 'NEET Best Questions 01 ||  Motion in a Sraight Line 1 || KINEMATICS NEET || Motion in One Dimension', 'video_id': 'oq-TjVH-sXc'}, {'title': '11 Chap 03 :Kinematics 06 || Motion Under Gravity || Motion in a Straight Line || Class 11 / JEE ||', 'video_id': 'G0ooGZA_gyc'}, {'title': 'Relative Velocity || Kinematics|| Motion in a Straight Line 08 || Class 11 Chapter 4 || JEE MAINS', 'video_id': '3sLGCWGm610'}, {'title': 'Best Method For Rain Man Problems | Relative Velocity | Motion in a Plane | Kinematics JEE NEET', 'video_id': 'tEltpY8vBPM'}, {'title': 'River Boat Problem || Relative Velocity in 2D || River Man Problem ||  Motion in a Plane || JEE NEET', 'video_id': '2QFRRL50-ds'}, {'title': 'Mock Test 01 | Kinematics Best Questions for IIT JEE NEET  | IIT JEE  Questions Kinematics', 'video_id': 'jYLGziSgI-Y'}, {'title': 'Kinematics - One Shot -Complete Chapter - Kinematics Full Chapter Revision I Class 11/JEE MAINS/NEET', 'video_id': 'K_a09clEnlA'}]"
30,PLbu_fGT0MPsvB9xBGNtJX-9bIMc-T0lIk,"[{'title': 'Kinematics 1D L1 | Distance & Displacement | #kinematics #jee2024 #jeephysics #namokaul', 'video_id': 'BYuiQ7osoYg'}, {'title': 'Kinematics 1D L2 | Kinematics Graphs 1 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'OEByLVT8CC4'}, {'title': 'Kinematics 1D L3 | Kinematics Graphs 2 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'W3sGOx2o4Vw'}, {'title': 'Kinematics 1D L4 | Kinematics Graphs 3 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'K_buxnipKeo'}, {'title': 'Kinematics 1D L5 | Equations of Motion | JEE 2024 | Unacademy JEE | #jee2024 | Namo Kaul', 'video_id': 'fSK5ZUib4j0'}, {'title': 'Kinematics 1D L6 | Vertical Motion | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'A4h-WIW8-Es'}, {'title': 'Kinematics 1D L7 | Calculus based Problems | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': 'f6Gu3ao7EfM'}, {'title': 'Kinematics 1D L8 | Calculus based Problems - 2 | #jee2024 #jee2025 #jeephysics #namokaul', 'video_id': '8c0epnWv3PA'}]"
31,PLjvx7xqdpePLItW_yyRSUfrzSqA5ezpqL,"[{'title': 'Motion in One Dimension | Kinematics | Complete REVISION for JEE Physics | Mohit Sir (IIT KGP)', 'video_id': 'U4NNxFaFliE'}, {'title': 'Motion in Two Dimension | Projectile Motion | Complete REVISION for JEE Physics | Mohit Sir (IITKGP)', 'video_id': '4_Zo5WhMf7w'}, {'title': 'Rain Man Problems | How to Solve 3 Cases ? | Relative Motion | Kinematics 2d | JEE Physics | IIT JEE', 'video_id': 'S4Wm5GDjnDk'}, {'title': 'River Swimmer Problems | 3 CASES | Relative Motion | Kinematics 2d | JEE Physics | IIT JEE', 'video_id': 'EB81fCFq2SU'}, {'title': 'Graphical Questions in Kinematics | JEE 2024 | Expertise in Graphs | Mohit Sir | Eduniti', 'video_id': '3-K0Op0QuAE'}, {'title': 'JEE Main 2023 PYQs - Kinematics & NLM| Jan Attempt | Eduniti | Mohit Sir', 'video_id': 'SbU5HWiuAaI'}, {'title': 'Kinematics April Attempt Solutions of JEE Main 2023 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'U7dma3JlJMg'}, {'title': 'Kinematics July Attempt Solutions of JEE Main 2022 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'oSD1k71DEq4'}, {'title': 'Kinematics June Attempt Solutions | JEE Main 2022 PYQs | Eduniti', 'video_id': 'I_VJzp2tsSM'}, {'title': 'JEE 2021 Solution Series | Kinematics | JEE Physics | Chapter wise Solution #MissionJEE2024', 'video_id': 'QYWMXRF7v5c'}, {'title': 'Kinematics | JEE Main 2020 Questions Solution | JEE Physics | Mohit Goenka', 'video_id': 'OLKrZuYe150'}, {'title': 'JEE 2024: Kinematics | Rank Booster Series 1.0 | Target 90+ Physics | Mohit Sir | Eduniti', 'video_id': 'R91gpee9MV8'}]"
32,PL24P3-cdGKKtbQL3ui7duZlbLCy87sZgp,"[{'title': '1D Kinematics L1 | Derivatives Graphical 📈 Instantaneous Velocity, Acceleration| Class 11 | JEE 2023', 'video_id': 'gHkOtanBhDc'}, {'title': '1D Kinematics JEE L2 [Derivatives Analytical] Instantaneous Velocity, Acceleration| Class 11 Physics', 'video_id': 'iwXiS38TkTI'}, {'title': '1D Kinematics JEE L3 | Kinematics in Vertical Free Fall | Class 11 Physics | JEE 2023 | VJEE Enthuse', 'video_id': 'X0QKE311Ud4'}, {'title': '1D Kinematics JEE L4 | Integration in Physics, Finding Areas | Class 11 Physics | JEE 2023 | Nurture', 'video_id': 'dBQg6rrBtPQ'}, {'title': '1D Kinematics JEE L5 | Non Uniform Motion & Menti Quiz | Class 11 Physics | JEE 2023 | Nurture', 'video_id': 'ENU0Ix2bOts'}, {'title': 'Kinematics 1D JEE - One Shot Revision [Clear Backlog] L-6 | JEE Physics | JEE 2023 | Nurture', 'video_id': '3fCVjapRKzU'}, {'title': 'Kinematics 1D JEE (Basic Maths & Calculus) L7 | One Shot Revision [Clear Backlog] | JEE Physics 2023', 'video_id': 'vz8VIlaZ4R8'}, {'title': 'L1 Motion in 1D [Class 11 Physics] Kinematics & Free Fall | Shreyas Sir | Vedantu Enlite English', 'video_id': 'Gr1ES4kU_mY'}]"
33,PLbu_fGT0MPsszwpe-FcVigATfMnqL6PlC,"[{'title': 'JEE 2022: Kinematics 1D L1 | Distance & Displacement | Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'vY-wJbGZD90'}, {'title': 'JEE: Kinematics 1D L2 | Kinematics Graphs |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'tAHPy67O97I'}, {'title': 'JEE: Kinematics 1D L3 | Kinematics Graphs |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'uPbgIKnuNnI'}, {'title': 'JEE: Kinematics 1D L4 | Kinematics Graphs |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': '6kI4rfJTd2g'}, {'title': 'JEE: Kinematics 1D L5 | Equations of Motion |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'VLZo5J8BTmU'}, {'title': 'JEE: Kinematics 1D L6 | Vertical Motion |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'qYggTFAJhXA'}, {'title': 'JEE: Kinematics 1D L7 | Calculus based Problem |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'paIr6uIQv0U'}, {'title': 'JEE: Kinematics 1D L8 | Calculus based Problem |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'wQ5W5uj3cg8'}, {'title': 'JEE: Kinematics 1D JPP - 1 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': '_6eJ487-I9w'}, {'title': 'JEE: Kinematics 1D JPP - 2 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'w49-pde4Dfg'}, {'title': 'JEE: Kinematics 1D JPP - 3 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'k1jCK9d8A7Q'}, {'title': 'JEE: Kinematics 1D JPP - 4 |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'Pa7qeQxvk0Q'}, {'title': 'JEE: Kinematics 1D PYQ |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'm63j-GzHB4c'}, {'title': 'JEE: Kinematics 1D PYQ |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'jgehAErmY18'}, {'title': 'JEE: Kinematics 1D PYQ |  Unacademy JEE | IIT JEE Physics | Namo Kaul', 'video_id': 'fRZVOWNpNls'}]"
34,PLF_7kfnwLFCHamOEHrFDSVoI6wszQQheq,"[{'title': 'Class 11 Physics Chapt 03 : KINEMATICS : Motion in a Straight Line 01: Introduction || Average Speed', 'video_id': 'XIJAZM5G5Fg'}, {'title': 'Class 11 Chapter 3 Kinematics:  Differentiation || Calculus part 01 || Mathematical Tool', 'video_id': 'UiVYFFRs_BE'}, {'title': 'Class 11 chap 3 : Motion in a Straight Line 02 || Instantaneous Velocity || Kinematics || IIT/ NEET', 'video_id': '9nBWFM7XTEw'}, {'title': 'Class 11 Chap 3: KINEMATICS || INTEGRATION || ||Calculus Part 02 || Mathematical Tools ||', 'video_id': '_dmHLxqbXYU'}, {'title': 'Class 11 Chap 3 : Motion in a Straight Line 03 || Answer Batao Salute Pao #Physicswallah ||', 'video_id': '-PKUJCIJSfc'}, {'title': 'Class 11 Chapt 03 :Motion in a Straight Line 04 Derivation Of Equations Of Motion Using Integration', 'video_id': 'AxhkozLNDO4'}, {'title': 'Difference Between Diaplacement and Distance || IIT JEE  MAINS AND ADVANCE CONCEPT ||', 'video_id': '4IkIGhuhuxo'}, {'title': '11 chap 03 : Kinematics 05 | Displacement time Graph -Velocity time Graph - Acceleration time Graph', 'video_id': '4OgPa7MKjRA'}, {'title': 'NEET Best Questions 01 ||  Motion in a Sraight Line 1 || KINEMATICS NEET || Motion in One Dimension', 'video_id': 'oq-TjVH-sXc'}, {'title': '11 Chap 03 :Kinematics 06 || Motion Under Gravity || Motion in a Straight Line || Class 11 / JEE ||', 'video_id': 'G0ooGZA_gyc'}, {'title': 'Relative Velocity || Kinematics|| Motion in a Straight Line 08 || Class 11 Chapter 4 || JEE MAINS', 'video_id': '3sLGCWGm610'}, {'title': 'Best Method For Rain Man Problems | Relative Velocity | Motion in a Plane | Kinematics JEE NEET', 'video_id': 'tEltpY8vBPM'}, {'title': 'River Boat Problem || Relative Velocity in 2D || River Man Problem ||  Motion in a Plane || JEE NEET', 'video_id': '2QFRRL50-ds'}, {'title': 'Mock Test 01 | Kinematics Best Questions for IIT JEE NEET  | IIT JEE  Questions Kinematics', 'video_id': 'jYLGziSgI-Y'}, {'title': 'Kinematics - One Shot -Complete Chapter - Kinematics Full Chapter Revision I Class 11/JEE MAINS/NEET', 'video_id': 'K_a09clEnlA'}]"
35,PLB85_aTK7vz0GQn-XhfhTpiiem5QjmBYM,"[{'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 20-22 (2007,1987,82', 'video_id': '26tczouJqQA'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 17 (2015)', 'video_id': 'pyBxLeCuyE4'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 23 & 24 (1997/1985)', 'video_id': 'VIuqsAmv6tA'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 18 & 19 (1998/1995)', 'video_id': 'IrHSDNKx9kw'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 15 & 16 (1992/1984)', 'video_id': 'bPumiwIKM0E'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 13 & 14 (1997)', 'video_id': 'FukMOAVotb8'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 11 & 12 (1998/1997)', 'video_id': 'VvDmAUN369M'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 9 & 10 (2012/1999)', 'video_id': 'ZydZJb9hFwI'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 7 & 8 (2013 & 2012)', 'video_id': 'QuJVLtOBQOM'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 5 & 6 (1997 & 1987)', 'video_id': '9Yp59nx3ZKw'}, {'title': 'IIT JEE Advance Previous Year Q-Physics-Thermodynamics-Kinetic Theory of Gases-Q 3 & 4 (2000 & 1982)', 'video_id': '9XysBdzEGnU'}, {'title': 'IIT JEE Advance PYQ-Physics-Thermodynamics-Kinetic Theory of Gases-Q 1 & 2 (2010,2002)', 'video_id': 'Xwz8O7oXLN8'}]"
36,PLjvx7xqdpePL4PBaaFvkMbALzJP3DPFQM,"[{'title': 'Kinetic Theory of Gases | Quick Revision | Key Points and Formula List | JEE Main and NEET Physics', 'video_id': 'XO1tvFhIa0I'}, {'title': 'Thermodynamics | Quick Revision | Key Points and Formula List | JEE Main and NEET Physics', 'video_id': 'iz_kf1jRDRw'}, {'title': 'JEE 2023 - KTG & Thermodynamics #ncert_booster_series #shorts #eduniti', 'video_id': 'f1AR3ZXMXYk'}, {'title': 'Graph Conversion in Thermodynamics | JEE Physics | Solve any Graph questions | Mohit Sir | Eduniti', 'video_id': 'SuTsWGnbm6k'}, {'title': 'JEE Main 2023 PYQs - KTG & Thermodynamics | Jan Attempt | Eduniti | Mohit Sir', 'video_id': '46GWiIPSdno'}, {'title': 'KTG & Thermodynamics April Attempt - JEE Main 2023 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': 'Srn9CI03_Tk'}, {'title': 'KTG & Thermodynamics July Attempt Solutions of JEE Main 2022 | Physics PYQs | Eduniti | Mohit Sir', 'video_id': '_R9ebHf74ao'}, {'title': 'Thermodynamics & KTG June Attempt Solutions | JEE Main 2022 PYQs | Eduniti', 'video_id': 'iXhDYT54n_E'}, {'title': 'JEE 2021 Solution Series | KTG & Thermodynamics | JEE Physics | Chapterwise Solution #MissionJEE2024', 'video_id': 'hpwBtw_6vRg'}, {'title': 'KTG & Thermodynamics | JEE Main 2020 Solution | JEE Physics | PYQs | Mohit Sir | Eduniti', 'video_id': '8kB4KIURPQc'}, {'title': 'Part 1 - Top 30 Questions on Thermodynamics | JEE PYQ | Mohit Goenka | IIT Kharagpur', 'video_id': 'AEkdUVraS-Y'}, {'title': 'Part 2 - Top 30 Questions on Thermodynamics | JEE PYQ | Mohit Goenka | IIT Kharagpur', 'video_id': 'NOOn26YxoTY'}, {'title': 'Thermodynamics Questions | IIT JEE | JEE Physics | Mohit Goenka', 'video_id': '2k9N4O5zoN0'}, {'title': 'JEE 2024: KTG & THERMODYNAMICS | Rank Booster Series 1.0 | Target 90+ Physics | Mohit Sir | Eduniti', 'video_id': 'WYN5BgMJclU'}]"
